Gene stable ID	Gene stable ID version	NCBI gene (formerly Entrezgene) ID	HGNC symbol
ENSG00000274513	ENSG00000274513.4	10288	LILRB2
ENSG00000275430	ENSG00000275430.3	200958	MUC20
ENSG00000275555	ENSG00000275555.2	28514	DLL1
ENSG00000276461	ENSG00000276461.4	6942	TCF20
ENSG00000233054	ENSG00000233054.3	442184	OR2B3
ENSG00000276613	ENSG00000276613.4	4585	MUC4
ENSG00000276468	ENSG00000276468.5		KIR2DP1
ENSG00000274763	ENSG00000274763.1	115653	KIR3DL3
ENSG00000235915	ENSG00000235915.8	7940	LST1
ENSG00000275658	ENSG00000275658.5	3804	KIR2DL3
ENSG00000276798	ENSG00000276798.4	23547	LILRA4
ENSG00000276387	ENSG00000276387.4	3802	KIR2DS1
ENSG00000276387	ENSG00000276387.4	124900571	KIR2DS1
ENSG00000277709	ENSG00000277709.1	3812	KIR3DL2
ENSG00000275544	ENSG00000275544.4	622	BDH1
ENSG00000276875	ENSG00000276875.1	115653	KIR3DL3
ENSG00000275623	ENSG00000275623.5	3804	KIR2DL3
ENSG00000275253	ENSG00000275253.1	100132285	KIR2DS2
ENSG00000275253	ENSG00000275253.1	124900575	KIR2DS2
ENSG00000278088	ENSG00000278088.5		CYP2D7
ENSG00000276163	ENSG00000276163.4	3903	LAIR1
ENSG00000275626	ENSG00000275626.4	3812	KIR3DL2
ENSG00000273772	ENSG00000273772.4	6606	SMN2
ENSG00000273772	ENSG00000273772.4	6607	SMN2
ENSG00000278300	ENSG00000278300.4	100132285	KIR2DS2
ENSG00000278300	ENSG00000278300.4	124900575	KIR2DS2
ENSG00000275838	ENSG00000275838.5	3812	KIR3DL2
ENSG00000275921	ENSG00000275921.5	3806	
ENSG00000275921	ENSG00000275921.5	124900571	
ENSG00000275873	ENSG00000275873.2	256329	LMNTD2
ENSG00000276145	ENSG00000276145.1	441864	TARM1
ENSG00000277025	ENSG00000277025.4	79143	MBOAT7
ENSG00000261893	ENSG00000261893.5	1196	CLK2
ENSG00000276082	ENSG00000276082.4	4849	CNOT3
ENSG00000273822	ENSG00000273822.5	4585	MUC4
ENSG00000276595	ENSG00000276595.4	374308	PTCHD3
ENSG00000278216	ENSG00000278216.3	79799	UGT2A3
ENSG00000276016	ENSG00000276016.4	29	ABR
ENSG00000278271	ENSG00000278271.1	3805	KIR2DL4
ENSG00000278271	ENSG00000278271.1	124900568	KIR2DL4
ENSG00000276230	ENSG00000276230.4	6050	RNH1
ENSG00000276572	ENSG00000276572.1	115653	KIR3DL3
ENSG00000226271	ENSG00000226271.1	442186	OR2J3
ENSG00000231179	ENSG00000231179.9	4277	MICB
ENSG00000278114	ENSG00000278114.4	200958	MUC20
ENSG00000276910	ENSG00000276910.4	2966	GTF2H2
ENSG00000276910	ENSG00000276910.4	728340	GTF2H2
ENSG00000273944	ENSG00000273944.1	112724	RDH13
ENSG00000275190	ENSG00000275190.3	7365	UGT2B10
ENSG00000276452	ENSG00000276452.4	10859	LILRB1
ENSG00000274672	ENSG00000274672.4	79042	TSEN34
ENSG00000262785	ENSG00000262785.5	5313	PKLR
ENSG00000274511	ENSG00000274511.5	115653	KIR3DL3
ENSG00000276065	ENSG00000276065.4	51206	GP6
ENSG00000277132	ENSG00000277132.2	7366	UGT2B15
ENSG00000273943	ENSG00000273943.4	4849	CNOT3
ENSG00000278468	ENSG00000278468.3	4585	MUC4
ENSG00000273984	ENSG00000273984.4	4585	MUC4
ENSG00000237703	ENSG00000237703.8	10107	TRIM10
ENSG00000274254	ENSG00000274254.1	115653	KIR3DL3
ENSG00000274058	ENSG00000274058.3	28983	TMPRSS11E
ENSG00000274185	ENSG00000274185.4	23547	LILRA4
ENSG00000277629	ENSG00000277629.4	9437	
ENSG00000263290	ENSG00000263290.5	10067	SCAMP3
ENSG00000278426	ENSG00000278426.1	79165	LENG1
ENSG00000236967	ENSG00000236967.8	80352	RNF39
ENSG00000274971	ENSG00000274971.1		
ENSG00000275731	ENSG00000275731.1	3809	KIR2DS4
ENSG00000277071	ENSG00000277071.4	199713	NLRP7
ENSG00000278154	ENSG00000278154.4	3903	LAIR1
ENSG00000275272	ENSG00000275272.4	91746	YTHDC1
ENSG00000274873	ENSG00000274873.1	147798	TMC4
ENSG00000231350	ENSG00000231350.5	394263	MUC21
ENSG00000274382	ENSG00000274382.2	5626	PROP1
ENSG00000276979	ENSG00000276979.5	3805	KIR2DL4
ENSG00000276979	ENSG00000276979.5	124900568	KIR2DL4
ENSG00000277006	ENSG00000277006.2	503618	DEFB104B
ENSG00000277006	ENSG00000277006.2	124906746	DEFB104B
ENSG00000228978	ENSG00000228978.2	7124	TNF
ENSG00000232289	ENSG00000232289.8	26531	OR11A1
ENSG00000274729	ENSG00000274729.1	245908	DEFB105B
ENSG00000274729	ENSG00000274729.1	504180	DEFB105B
ENSG00000274729	ENSG00000274729.1	124906747	DEFB105B
ENSG00000275935	ENSG00000275935.1	79165	LENG1
ENSG00000234096	ENSG00000234096.9	4340	MOG
ENSG00000274540	ENSG00000274540.2	100131608	PRR23D1
ENSG00000274540	ENSG00000274540.2	100133251	PRR23D1
ENSG00000276363	ENSG00000276363.4	284415	VSTM1
ENSG00000262446	ENSG00000262446.5	2629	GBA
ENSG00000275444	ENSG00000275444.2	1673	DEFB4B
ENSG00000275444	ENSG00000275444.2	100289462	DEFB4B
ENSG00000275444	ENSG00000275444.2	124906748	DEFB4B
ENSG00000274953	ENSG00000274953.4	284415	VSTM1
ENSG00000273641	ENSG00000273641.2	55894	DEFB103B
ENSG00000273641	ENSG00000273641.2	124906744	DEFB103B
ENSG00000274195	ENSG00000274195.2	100131980	ZNF705G
ENSG00000274195	ENSG00000274195.2	124900627	ZNF705G
ENSG00000277530	ENSG00000277530.1	245910	DEFB107B
ENSG00000277530	ENSG00000277530.1	503614	DEFB107B
ENSG00000277530	ENSG00000277530.1	124906743	DEFB107B
ENSG00000274405	ENSG00000274405.4	10407	SPAG11B
ENSG00000274405	ENSG00000274405.4	124906741	SPAG11B
ENSG00000274137	ENSG00000274137.2	9172	MYOM2
ENSG00000275794	ENSG00000275794.2	503841	DEFB106B
ENSG00000275794	ENSG00000275794.2	124906749	DEFB106B
ENSG00000275323	ENSG00000275323.3	6203	RPS9
ENSG00000274050	ENSG00000274050.4	51206	GP6
ENSG00000278355	ENSG00000278355.4	353514	LILRA5
ENSG00000276982	ENSG00000276982.4	126014	OSCAR
ENSG00000276825	ENSG00000276825.2	1815	DRD4
ENSG00000277923	ENSG00000277923.4	79143	MBOAT7
ENSG00000282712	ENSG00000282712.1	10522	DEAF1
ENSG00000275724	ENSG00000275724.1	4696	NDUFA3
ENSG00000263324	ENSG00000263324.5	57657	HCN3
ENSG00000278362	ENSG00000278362.4	9437	NCR1
ENSG00000275551	ENSG00000275551.4	126014	OSCAR
ENSG00000276561	ENSG00000276561.4	3665	IRF7
ENSG00000276804	ENSG00000276804.4	199713	NLRP7
ENSG00000278501	ENSG00000278501.2	29928	TIMM22
ENSG00000281300	ENSG00000281300.1	64359	NXN
ENSG00000262666	ENSG00000262666.5	10712	FAM189B
ENSG00000272765	ENSG00000272765.2	4700	NDUFA6
ENSG00000262024	ENSG00000262024.6	6942	TCF20
ENSG00000277429	ENSG00000277429.4	8293	SERF1B
ENSG00000277429	ENSG00000277429.4	728492	SERF1B
ENSG00000278789	ENSG00000278789.4	55655	NLRP2
ENSG00000275086	ENSG00000275086.1	29844	TFPT
ENSG00000276139	ENSG00000276139.4	100132285	KIR2DS2
ENSG00000276139	ENSG00000276139.4	124900575	KIR2DS2
ENSG00000274894	ENSG00000274894.4	26121	PRPF31
ENSG00000272901	ENSG00000272901.5	91689	SMDT1
ENSG00000274146	ENSG00000274146.5	3811	KIR3DL1
ENSG00000277667	ENSG00000277667.1	147798	TMC4
ENSG00000276068	ENSG00000276068.4	4671	NAIP
ENSG00000263181	ENSG00000263181.7		CYP2D7
ENSG00000274005	ENSG00000274005.3	6203	RPS9
ENSG00000281429	ENSG00000281429.1	56975	FAM20C
ENSG00000273642	ENSG00000273642.1	4696	NDUFA3
ENSG00000275843	ENSG00000275843.4	55655	NLRP2
ENSG00000273833	ENSG00000273833.1	29844	TFPT
ENSG00000277953	ENSG00000277953.4	26121	PRPF31
ENSG00000277177	ENSG00000277177.4	79168	LILRA6
ENSG00000275196	ENSG00000275196.1	3802	KIR2DL1
ENSG00000273884	ENSG00000273884.4	11026	LILRA3
ENSG00000273645	ENSG00000273645.2	9920	KBTBD11
ENSG00000276536	ENSG00000276536.4	3265	HRAS
ENSG00000227858	ENSG00000227858.1	346171	ZFP57
ENSG00000273896	ENSG00000273896.4	79042	TSEN34
ENSG00000225550	ENSG00000225550.4	26707	OR2J2
ENSG00000274174	ENSG00000274174.4	199713	NLRP7
ENSG00000264619	ENSG00000264619.6		MSH5-SAPCD1
ENSG00000275123	ENSG00000275123.1	441864	TARM1
ENSG00000274726	ENSG00000274726.4	9639	ARHGEF10
ENSG00000273916	ENSG00000273916.4	9437	
ENSG00000281742	ENSG00000281742.2	64087	MCCC2
ENSG00000276051	ENSG00000276051.4	3135	HLA-G
ENSG00000278634	ENSG00000278634.4	11027	LILRA2
ENSG00000275434	ENSG00000275434.5	3813	KIR3DS1
ENSG00000278490	ENSG00000278490.1	115653	KIR3DL3
ENSG00000274504	ENSG00000274504.1	112724	RDH13
ENSG00000273859	ENSG00000273859.4	8045	RASSF7
ENSG00000274803	ENSG00000274803.4	55814	BDP1
ENSG00000277076	ENSG00000277076.4	3805	KIR2DL4
ENSG00000277076	ENSG00000277076.4	124900568	KIR2DL4
ENSG00000227222	ENSG00000227222.7	8449	DHX16
ENSG00000276342	ENSG00000276342.4	388021	TMEM179
ENSG00000276420	ENSG00000276420.5	343068	PRAMEF5
ENSG00000274739	ENSG00000274739.1	3810	KIR2DS5
ENSG00000274126	ENSG00000274126.4	400258	C14orf180
ENSG00000273572	ENSG00000273572.4	53841	CDHR5
ENSG00000278415	ENSG00000278415.4	2204	FCAR
ENSG00000232804	ENSG00000232804.5	3304	HSPA1B
ENSG00000277853	ENSG00000277853.2	391003	PRAMEF18
ENSG00000232569	ENSG00000232569.8	2550	GABBR1
ENSG00000278021	ENSG00000278021.4	391002	PRAMEF8
ENSG00000278046	ENSG00000278046.4	11026	LILRA3
ENSG00000277807	ENSG00000277807.5	10859	LILRB1
ENSG00000274109	ENSG00000274109.2	440563	HNRNPCL2
ENSG00000276299	ENSG00000276299.5	441873	PRAMEF25
ENSG00000276299	ENSG00000276299.5	645359	PRAMEF25
ENSG00000275404	ENSG00000275404.4	353514	LILRA5
ENSG00000273865	ENSG00000273865.2	101060301	HNRNPCL4
ENSG00000276370	ENSG00000276370.2	645382	PRAMEF33
ENSG00000263238	ENSG00000263238.1	1519	CTSO
ENSG00000281573	ENSG00000281573.1	343070	PRAMEF9
ENSG00000273936	ENSG00000273936.4	8764	TNFRSF14
ENSG00000278120	ENSG00000278120.1	3806	KIR2DS1
ENSG00000278707	ENSG00000278707.4	3812	KIR3DL2
ENSG00000262505	ENSG00000262505.2	51802	ASIC5
ENSG00000274311	ENSG00000274311.4	10990	LILRB5
ENSG00000262635	ENSG00000262635.5	6999	TDO2
ENSG00000275349	ENSG00000275349.4	6606	SMN1
ENSG00000276848	ENSG00000276848.4		KIR3DX1
ENSG00000275546	ENSG00000275546.5	3803	KIR2DL2
ENSG00000274646	ENSG00000274646.4	6203	RPS9
ENSG00000274143	ENSG00000274143.1	57292	KIR2DL5A
ENSG00000275581	ENSG00000275581.4	8293	SERF1A
ENSG00000276209	ENSG00000276209.4	3809	KIR2DS4
ENSG00000262599	ENSG00000262599.5	57189	DENND11
ENSG00000278656	ENSG00000278656.4	3812	KIR3DL2
ENSG00000274084	ENSG00000274084.4	3904	LAIR2
ENSG00000274473	ENSG00000274473.2	6343	SCT
ENSG00000275577	ENSG00000275577.4	284415	VSTM1
ENSG00000282367	ENSG00000282367.1	81490	PTDSS2
ENSG00000274131	ENSG00000274131.3	1089	CEACAM4
ENSG00000275571	ENSG00000275571.2	100287898	TTC34
ENSG00000275960	ENSG00000275960.4	3803	KIR2DL2
ENSG00000278555	ENSG00000278555.4	11006	LILRB4
ENSG00000277131	ENSG00000277131.4	79258	MMEL1
ENSG00000278565	ENSG00000278565.4	90273	CEACAM21
ENSG00000262771	ENSG00000262771.5	6742	SSBP1
ENSG00000279552	ENSG00000279552.1	100287226	ZNF729
ENSG00000276219	ENSG00000276219.4	163223	ZNF676
ENSG00000282185	ENSG00000282185.1	5799	PTPRN2
ENSG00000281630	ENSG00000281630.2	200958	MUC20
ENSG00000275644	ENSG00000275644.4	126014	OSCAR
ENSG00000280501	ENSG00000280501.2	1087	CEACAM7
ENSG00000275584	ENSG00000275584.5	79168	LILRA6
ENSG00000278613	ENSG00000278613.4	4671	NAIP
ENSG00000262327	ENSG00000262327.7	55750	AGK
ENSG00000274796	ENSG00000274796.4	79042	TSEN34
ENSG00000274843	ENSG00000274843.3	200958	MUC20
ENSG00000278279	ENSG00000278279.4	11006	LILRB4
ENSG00000281484	ENSG00000281484.2	10950	BTG3
ENSG00000275633	ENSG00000275633.4	51206	GP6
ENSG00000263042	ENSG00000263042.5	494551	WEE2
ENSG00000223898	ENSG00000223898.8	26531	OR11A1
ENSG00000273494	ENSG00000273494.3	55229	PANK4
ENSG00000226832	ENSG00000226832.3	442184	OR2B3
ENSG00000277751	ENSG00000277751.4	10288	LILRB2
ENSG00000233095	ENSG00000233095.8	3135	HLA-G
ENSG00000276323	ENSG00000276323.1	29844	TFPT
ENSG00000276220	ENSG00000276220.1	4696	NDUFA3
ENSG00000276033	ENSG00000276033.4		KIR3DX1
ENSG00000262607	ENSG00000262607.5	440073	IQSEC3
ENSG00000276826	ENSG00000276826.1	112724	RDH13
ENSG00000277722	ENSG00000277722.1	4696	NDUFA3
ENSG00000278322	ENSG00000278322.4	79143	MBOAT7
ENSG00000275539	ENSG00000275539.5	79168	LILRA6
ENSG00000277615	ENSG00000277615.4	4849	CNOT3
ENSG00000276464	ENSG00000276464.4	22932	POMZP3
ENSG00000275796	ENSG00000275796.4	55655	NLRP2
ENSG00000274000	ENSG00000274000.4	11027	LILRA2
ENSG00000277800	ENSG00000277800.3	50945	TBX22
ENSG00000282676	ENSG00000282676.1		
ENSG00000275117	ENSG00000275117.4	26121	PRPF31
ENSG00000276429	ENSG00000276429.3	9651	PLCH2
ENSG00000278257	ENSG00000278257.1	79165	LENG1
ENSG00000276463	ENSG00000276463.4	6880	TAF9
ENSG00000276022	ENSG00000276022.1	29844	TFPT
ENSG00000276184	ENSG00000276184.4	105375355	UPK3B
ENSG00000233636	ENSG00000233636.1	442186	OR2J3
ENSG00000243441	ENSG00000243441.6	81696	OR5V1
ENSG00000234100	ENSG00000234100.4	442191	OR14J1
ENSG00000274144	ENSG00000274144.4	26121	PRPF31
ENSG00000237258	ENSG00000237258.8	26531	OR11A1
ENSG00000274176	ENSG00000274176.4	4849	CNOT3
ENSG00000239741	ENSG00000239741.3	259215	LY6G6F
ENSG00000262145	ENSG00000262145.5	91419	ATP23
ENSG00000243612	ENSG00000243612.5	3112	HLA-DOB
ENSG00000231094	ENSG00000231094.8	170679	PSORS1C1
ENSG00000276618	ENSG00000276618.4	5884	RAD17
ENSG00000278284	ENSG00000278284.1	112724	RDH13
ENSG00000274926	ENSG00000274926.1	3802	KIR2DL1
ENSG00000281950	ENSG00000281950.1	102723555	SPDYE16
ENSG00000273529	ENSG00000273529.2	388585	HES5
ENSG00000228652	ENSG00000228652.1	26692	OR2W1
ENSG00000236560	ENSG00000236560.6	6992	PPP1R11
ENSG00000276146	ENSG00000276146.4	10288	LILRB2
ENSG00000275483	ENSG00000275483.4	199713	NLRP7
ENSG00000235754	ENSG00000235754.7	55937	APOM
ENSG00000276774	ENSG00000276774.1	79165	LENG1
ENSG00000275384	ENSG00000275384.1	441864	TARM1
ENSG00000282379	ENSG00000282379.1	113878	DTX2
ENSG00000224319	ENSG00000224319.4	7932	OR2H2
ENSG00000276066	ENSG00000276066.4	284415	VSTM1
ENSG00000274626	ENSG00000274626.3	6203	RPS9
ENSG00000275125	ENSG00000275125.4	127281	PRXL2B
ENSG00000230463	ENSG00000230463.2	3125	HLA-DRB3
ENSG00000274161	ENSG00000274161.4	9228	DLGAP2
ENSG00000276260	ENSG00000276260.1	147798	TMC4
ENSG00000274053	ENSG00000274053.4	9437	
ENSG00000223448	ENSG00000223448.7	4050	LTB
ENSG00000233312	ENSG00000233312.8	100293534	C4B_2
ENSG00000282147	ENSG00000282147.1	56975	FAM20C
ENSG00000276887	ENSG00000276887.4	57348	TTYH1
ENSG00000231319	ENSG00000231319.3	442184	OR2B3
ENSG00000231041	ENSG00000231041.1		LINC01556
ENSG00000272803	ENSG00000272803.5	5555	PRH2
ENSG00000278682	ENSG00000278682.4	55655	NLRP2
ENSG00000223852	ENSG00000223852.7	346171	ZFP57
ENSG00000239836	ENSG00000239836.7	5698	PSMB9
ENSG00000262111	ENSG00000262111.3	259293	TAS2R30
ENSG00000263028	ENSG00000263028.1	259294	TAS2R19
ENSG00000229470	ENSG00000229470.9	2794	GNL1
ENSG00000274638	ENSG00000274638.4	55655	NLRP2
ENSG00000272712	ENSG00000272712.1	50836	TAS2R8
ENSG00000278363	ENSG00000278363.1	147798	TMC4
ENSG00000273326	ENSG00000273326.1	50837	TAS2R7
ENSG00000273431	ENSG00000273431.1	259296	TAS2R50
ENSG00000262612	ENSG00000262612.3	259289	TAS2R43
ENSG00000262612	ENSG00000262612.3	259291	TAS2R43
ENSG00000261984	ENSG00000261984.1	50840	TAS2R14
ENSG00000261984	ENSG00000261984.1	106707243	TAS2R14
ENSG00000273086	ENSG00000273086.1	50835	TAS2R9
ENSG00000273579	ENSG00000273579.3	150248	C22orf15
ENSG00000278712	ENSG00000278712.4	79042	TSEN34
ENSG00000274941	ENSG00000274941.4	4849	CNOT3
ENSG00000263097	ENSG00000263097.3	259290	TAS2R31
ENSG00000273457	ENSG00000273457.1	50838	TAS2R13
ENSG00000278608	ENSG00000278608.1	256691	MAMDC2
ENSG00000262525	ENSG00000262525.3	259292	TAS2R46
ENSG00000277114	ENSG00000277114.4	4849	CNOT3
ENSG00000273092	ENSG00000273092.1	259295	TAS2R20
ENSG00000236315	ENSG00000236315.6	259197	NCR3
ENSG00000274538	ENSG00000274538.2	7262	PHLDA2
ENSG00000237051	ENSG00000237051.8	2550	GABBR1
ENSG00000273564	ENSG00000273564.2	23359	FAM189A1
ENSG00000263247	ENSG00000263247.6	5554	PRR4
ENSG00000263247	ENSG00000263247.6	11272	PRR4
ENSG00000275837	ENSG00000275837.3	6598	SMARCB1
ENSG00000274194	ENSG00000274194.4	79143	MBOAT7
ENSG00000278191	ENSG00000278191.4	833	CARS1
ENSG00000277079	ENSG00000277079.3	6203	RPS9
ENSG00000276495	ENSG00000276495.4	321	APBA2
ENSG00000276628	ENSG00000276628.1	79165	LENG1
ENSG00000233813	ENSG00000233813.8	28973	MRPS18B
ENSG00000276766	ENSG00000276766.1	4696	NDUFA3
ENSG00000273875	ENSG00000273875.1	441864	TARM1
ENSG00000273506	ENSG00000273506.4	9437	
ENSG00000275931	ENSG00000275931.4	51206	GP6
ENSG00000282181	ENSG00000282181.1	389690	MROH5
ENSG00000275118	ENSG00000275118.4	79143	MBOAT7
ENSG00000236873	ENSG00000236873.9	10554	AGPAT1
ENSG00000277816	ENSG00000277816.5	11025	LILRB3
ENSG00000277816	ENSG00000277816.5	102725035	LILRB3
ENSG00000277816	ENSG00000277816.5	107987425	LILRB3
ENSG00000277816	ENSG00000277816.5	107987462	LILRB3
ENSG00000272805	ENSG00000272805.1	50839	TAS2R10
ENSG00000282013	ENSG00000282013.1	9501	RPH3AL
ENSG00000275575	ENSG00000275575.4	11156	PTP4A3
ENSG00000274905	ENSG00000274905.1	147798	TMC4
ENSG00000278378	ENSG00000278378.4	126014	OSCAR
ENSG00000236843	ENSG00000236843.8	11270	NRM
ENSG00000236250	ENSG00000236250.8	8859	STK19
ENSG00000273607	ENSG00000273607.3	400916	CHCHD10
ENSG00000275181	ENSG00000275181.2	2843	GPR20
ENSG00000276341	ENSG00000276341.1	112724	RDH13
ENSG00000273991	ENSG00000273991.4	10990	LILRB5
ENSG00000275365	ENSG00000275365.3	4320	MMP11
ENSG00000274078	ENSG00000274078.4	79042	TSEN34
ENSG00000277607	ENSG00000277607.4	284415	VSTM1
ENSG00000277359	ENSG00000277359.3	6203	RPS9
ENSG00000282019	ENSG00000282019.1	2821	GPI
ENSG00000276802	ENSG00000276802.2	8924	HERC2
ENSG00000277263	ENSG00000277263.1	3122	HLA-DRA
ENSG00000278466	ENSG00000278466.3	4583	MUC2
ENSG00000267954	ENSG00000267954.2		
ENSG00000278519	ENSG00000278519.4	79143	MBOAT7
ENSG00000274437	ENSG00000274437.4	91319	DERL3
ENSG00000275798	ENSG00000275798.4	56244	BTNL2
ENSG00000277753	ENSG00000277753.3	200958	MUC20
ENSG00000277179	ENSG00000277179.4	199713	NLRP7
ENSG00000276061	ENSG00000276061.4	4696	NDUFA3
ENSG00000231488	ENSG00000231488.9	7920	ABHD16A
ENSG00000277090	ENSG00000277090.2	283768	GOLGA8G
ENSG00000239927	ENSG00000239927.6	79897	RPP21
ENSG00000239927	ENSG00000239927.6	202658	RPP21
ENSG00000278303	ENSG00000278303.4	4585	MUC4
ENSG00000278533	ENSG00000278533.4	126014	OSCAR
ENSG00000275744	ENSG00000275744.4	66035	SLC2A11
ENSG00000281385	ENSG00000281385.2	161	AP2A2
ENSG00000274305	ENSG00000274305.4	114823	LENG8
ENSG00000274889	ENSG00000274889.1	441864	TARM1
ENSG00000277361	ENSG00000277361.2	4948	OCA2
ENSG00000276159	ENSG00000276159.4	284415	VSTM1
ENSG00000233314	ENSG00000233314.6	6992	PPP1R11
ENSG00000278270	ENSG00000278270.4	6203	RPS9
ENSG00000278670	ENSG00000278670.4	51206	GP6
ENSG00000281988	ENSG00000281988.1	6011	GRK1
ENSG00000230791	ENSG00000230791.8	7940	LST1
ENSG00000282735	ENSG00000282735.1	9710	GARRE1
ENSG00000282107	ENSG00000282107.1	348013	TMEM255B
ENSG00000282291	ENSG00000282291.1	201266	SLC39A11
ENSG00000223687	ENSG00000223687.4	282890	ZNF311
ENSG00000274616	ENSG00000274616.4	4849	CNOT3
ENSG00000277414	ENSG00000277414.4	10990	LILRB5
ENSG00000277730	ENSG00000277730.2	653486	SCGB1C2
ENSG00000276263	ENSG00000276263.1	29844	TFPT
ENSG00000229341	ENSG00000229341.2	7148	TNXB
ENSG00000237634	ENSG00000237634.1		LINC01556
ENSG00000235487	ENSG00000235487.8	170679	PSORS1C1
ENSG00000235259	ENSG00000235259.8	89870	TRIM15
ENSG00000274651	ENSG00000274651.4	26121	PRPF31
ENSG00000262334	ENSG00000262334.6	9501	RPH3AL
ENSG00000232178	ENSG00000232178.1	442186	OR2J3
ENSG00000277273	ENSG00000277273.5	1022	CDK7
ENSG00000282130	ENSG00000282130.1	56160	NSMCE3
ENSG00000275399	ENSG00000275399.4	55655	NLRP2
ENSG00000230995	ENSG00000230995.7	5514	PPP1R10
ENSG00000275917	ENSG00000275917.4	89832	CHRFAM7A
ENSG00000278516	ENSG00000278516.1	79165	LENG1
ENSG00000277178	ENSG00000277178.1	441864	TARM1
ENSG00000277281	ENSG00000277281.4	4588	MUC6
ENSG00000282813	ENSG00000282813.1	83787	ARMC10
ENSG00000275583	ENSG00000275583.5	100132285	
ENSG00000275583	ENSG00000275583.5	124900575	
ENSG00000241779	ENSG00000241779.6	79897	RPP21
ENSG00000241779	ENSG00000241779.6	202658	RPP21
ENSG00000274566	ENSG00000274566.4	51206	GP6
ENSG00000277015	ENSG00000277015.4	27164	SALL3
ENSG00000274110	ENSG00000274110.4	3903	LAIR1
ENSG00000233439	ENSG00000233439.8	170679	PSORS1C1
ENSG00000274734	ENSG00000274734.1	89839	ARHGAP11B
ENSG00000234343	ENSG00000234343.6	4758	NEU1
ENSG00000275568	ENSG00000275568.4	9824	ARHGAP11A
ENSG00000277824	ENSG00000277824.4	9437	
ENSG00000275723	ENSG00000275723.4	222236	NAPEPLD
ENSG00000282266	ENSG00000282266.4	374868	ATP9B
ENSG00000226858	ENSG00000226858.7	346171	ZFP57
ENSG00000277421	ENSG00000277421.3	140883	ZNF280B
ENSG00000278081	ENSG00000278081.3	6203	RPS9
ENSG00000282076	ENSG00000282076.1	3784	KCNQ1
ENSG00000226704	ENSG00000226704.6	3305	HSPA1L
ENSG00000231543	ENSG00000231543.9	717	C2
ENSG00000275499	ENSG00000275499.2	129025	ZNF280A
ENSG00000275474	ENSG00000275474.1	112724	RDH13
ENSG00000274914	ENSG00000274914.4	353514	LILRA5
ENSG00000238056	ENSG00000238056.9	80863	PRRT1
ENSG00000238056	ENSG00000238056.9	100507547	PRRT1
ENSG00000273562	ENSG00000273562.4	4676	NAP1L4
ENSG00000276504	ENSG00000276504.4	29844	TFPT
ENSG00000277776	ENSG00000277776.4	199713	NLRP7
ENSG00000275013	ENSG00000275013.4	23532	PRAME
ENSG00000274965	ENSG00000274965.4	4308	TRPM1
ENSG00000243958	ENSG00000243958.7	5698	PSMB9
ENSG00000225228	ENSG00000225228.2	401250	MCCD1
ENSG00000272670	ENSG00000272670.3	8447	DOC2B
ENSG00000223654	ENSG00000223654.3	10211	FLOT1
ENSG00000230505	ENSG00000230505.4	442194	OR10C1
ENSG00000277733	ENSG00000277733.4	79143	MBOAT7
ENSG00000275045	ENSG00000275045.4	2966	GTF2H2
ENSG00000275045	ENSG00000275045.4	728340	GTF2H2
ENSG00000230675	ENSG00000230675.9	3120	HLA-DQB2
ENSG00000274669	ENSG00000274669.5	10859	LILRB1
ENSG00000274412	ENSG00000274412.5	3803	KIR2DL2
ENSG00000231325	ENSG00000231325.9	80741	LY6G5C
ENSG00000275165	ENSG00000275165.4	79042	TSEN34
ENSG00000230341	ENSG00000230341.8	170954	PPP1R18
ENSG00000230341	ENSG00000230341.8	107987457	PPP1R18
ENSG00000234549	ENSG00000234549.8	79969	ATAT1
ENSG00000237724	ENSG00000237724.5	3303	HSPA1A
ENSG00000275918	ENSG00000275918.4		KIR3DX1
ENSG00000276296	ENSG00000276296.1	29844	TFPT
ENSG00000275979	ENSG00000275979.4	4849	CNOT3
ENSG00000228691	ENSG00000228691.6	4758	NEU1
ENSG00000184494	ENSG00000184494.8	4758	NEU1
ENSG00000236251	ENSG00000236251.6	3305	HSPA1L
ENSG00000282604	ENSG00000282604.1	9560	CCL4L2
ENSG00000233490	ENSG00000233490.7	63940	GPSM3
ENSG00000274921	ENSG00000274921.2	3809	KIR2DS4
ENSG00000226437	ENSG00000226437.10	56658	TRIM39
ENSG00000279643	ENSG00000279643.3	132001	TAMM41
ENSG00000275463	ENSG00000275463.4	10288	LILRB2
ENSG00000206470	ENSG00000206470.3	116511	MAS1L
ENSG00000275861	ENSG00000275861.4	102724862	TBC1D3I
ENSG00000234101	ENSG00000234101.1	26692	OR2W1
ENSG00000206467	ENSG00000206467.6	7932	OR2H2
ENSG00000276421	ENSG00000276421.4	26121	PRPF31
ENSG00000236826	ENSG00000236826.7	57819	LSM2
ENSG00000231257	ENSG00000231257.8	79969	ATAT1
ENSG00000278723	ENSG00000278723.1	115653	KIR3DL3
ENSG00000227861	ENSG00000227861.9	401251	SAPCD1
ENSG00000273911	ENSG00000273911.1	3812	KIR3DL2
ENSG00000137394	ENSG00000137394.14	10107	TRIM10
ENSG00000227816	ENSG00000227816.4	6890	TAP1
ENSG00000248496	ENSG00000248496.3	114821	ZBED9
ENSG00000277106	ENSG00000277106.2	162540	SPPL2C
ENSG00000274703	ENSG00000274703.4	126014	OSCAR
ENSG00000282035	ENSG00000282035.1		
